ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ     NC
2024  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2025  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2026  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2027  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2028  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2029  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2030  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2031  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2032  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2033  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2034  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2035  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2036  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2021  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1      Vazao_Remanescente - FIC SAO MANO
2022  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2023  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2024  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2025  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2026  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2027  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2028  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2029  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2030  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2031  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2032  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2033  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2034  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2035  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2036  245  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2021  249  -0.04  -0.04  -0.05  -0.06  -0.04  -0.04  -0.05  -0.07  -0.06  -0.06  -0.06  -0.05    1      Usos_Consuntivos - OURINHOS
2022  249  -0.04  -0.05  -0.05  -0.06  -0.05  -0.04  -0.05  -0.07  -0.06  -0.06  -0.07  -0.05    1   
2023  249  -0.04  -0.05  -0.05  -0.06  -0.05  -0.04  -0.05  -0.07  -0.06  -0.06  -0.07  -0.05    1   
2024  249  -0.05  -0.05  -0.05  -0.06  -0.05  -0.05  -0.05  -0.07  -0.06  -0.06  -0.07  -0.05    1   
2025  249  -0.05  -0.05  -0.05  -0.06  -0.05  -0.05  -0.06  -0.07  -0.06  -0.06  -0.07  -0.05    1   
2026  249  -0.05  -0.05  -0.05  -0.06  -0.05  -0.05  -0.06  -0.07  -0.07  -0.06  -0.07  -0.06    1   
2027  249  -0.05  -0.05  -0.06  -0.06  -0.05  -0.05  -0.06  -0.07  -0.07  -0.07  -0.07  -0.06    1   
2028  249  -0.05  -0.05  -0.06  -0.06  -0.05  -0.05  -0.06  -0.08  -0.07  -0.07  -0.07  -0.06    1   
2029  249  -0.05  -0.05  -0.06  -0.06  -0.05  -0.05  -0.06  -0.08  -0.07  -0.07  -0.07  -0.06    1   
2030  249  -0.05  -0.05  -0.06  -0.06  -0.05  -0.05  -0.06  -0.08  -0.07  -0.07  -0.07  -0.06    1   
2031  249  -0.05  -0.05  -0.06  -0.07  -0.05  -0.05  -0.06  -0.08  -0.07  -0.07  -0.07  -0.06    1   
2032  249  -0.05  -0.06  -0.06  -0.07  -0.06  -0.05  -0.06  -0.08  -0.07  -0.07  -0.08  -0.06    1   
2033  249  -0.06  -0.06  -0.06  -0.07  -0.06  -0.06  -0.06  -0.08  -0.07  -0.07  -0.08  -0.06    1   
2034  249  -0.06  -0.06  -0.06  -0.07  -0.06  -0.06  -0.07  -0.08  -0.07  -0.07  -0.08  -0.06    1   
2035  249  -0.06  -0.06  -0.06  -0.07  -0.06  -0.06  -0.07  -0.08  -0.08  -0.07  -0.08  -0.07    1   
2036  249  -0.06  -0.06  -0.07  -0.07  -0.06  -0.06  -0.07  -0.08  -0.08  -0.08  -0.08  -0.07    1   
2021  251  -0.06  -0.10  -0.04  -1.10  -3.10  -3.79  -3.69  -3.38  -2.54  -0.92  -0.06  -0.05    1      Usos_Consuntivos - MIRADOR(NC)
2022  251  -0.05  -0.09  -0.04  -1.16  -3.26  -3.99  -3.89  -3.48  -2.53  -0.84  -0.05  -0.04    1   
2023  251  -0.04  -0.09  -0.05  -1.22  -3.43  -4.18  -4.08  -3.56  -2.51  -0.77  -0.05  -0.04    1   
2024  251  -0.04  -0.08  -0.05  -1.28  -3.59  -4.38  -4.27  -3.68  -2.52  -0.71  -0.04  -0.04    1   
2025  251  -0.04  -0.08  -0.05  -1.34  -3.75  -4.58  -4.47  -3.85  -2.64  -0.75  -0.04  -0.04    1   
2026  251  -0.04  -0.09  -0.05  -1.40  -3.92  -4.78  -4.66  -4.02  -2.76  -0.78  -0.04  -0.04    1   
2027  251  -0.04  -0.09  -0.05  -1.46  -4.08  -4.97  -4.85  -4.17  -2.86  -0.81  -0.04  -0.04    1   
2028  251  -0.04  -0.09  -0.05  -1.52  -4.24  -5.17  -5.05  -4.36  -2.99  -0.85  -0.04  -0.04    1   
2029  251  -0.04  -0.09  -0.05  -1.58  -4.41  -5.37  -5.24  -4.53  -3.11  -0.88  -0.04  -0.04    1   
2030  251  -0.04  -0.10  -0.05  -1.64  -4.56  -5.55  -5.41  -4.66  -3.18  -0.89  -0.04  -0.04    1   
2031  251  -0.04  -0.10  -0.05  -1.69  -4.72  -5.73  -5.58  -4.78  -3.25  -0.90  -0.04  -0.04    1   
2032  251  -0.04  -0.10  -0.05  -1.75  -4.87  -5.91  -5.75  -4.91  -3.31  -0.91  -0.04  -0.04    1   
2033  251  -0.04  -0.10  -0.05  -1.81  -5.03  -6.10  -5.92  -5.04  -3.38  -0.92  -0.04  -0.04    1   
2034  251  -0.04  -0.11  -0.05  -1.87  -5.18  -6.28  -6.09  -5.17  -3.45  -0.94  -0.05  -0.04    1   
2035  251  -0.04  -0.11  -0.06  -1.93  -5.34  -6.46  -6.26  -5.29  -3.52  -0.95  -0.05  -0.04    1   
2036  251  -0.04  -0.11  -0.06  -1.99  -5.49  -6.64  -6.43  -5.42  -3.58  -0.96  -0.05  -0.04    1   
2021  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1      Vazao_Remanescente - MIRADOR(NC)
2022  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2023  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2024  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2025  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2026  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2027  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2028  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2029  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2030  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2031  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2032  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2033  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2034  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2035  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2036  251  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40  -1.40    1   
2021  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1      Vazao_Remanescente - MIRADOR(NC) -> SERRA MESA
2022  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2023  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2024  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2025  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2026  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2027  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2028  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2029  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2030  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2031  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2032  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2033  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2034  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2035  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2036  251   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40   1.40    1   
2021  251  -0.44  -0.47  -0.46  -1.23  -1.87  -1.98  -2.69  -3.58  -3.25  -1.64  -0.45  -0.44    1      Usos_Consuntivos - SERRA MESA
2022  251  -0.44  -0.47  -0.47  -1.28  -1.95  -2.07  -2.80  -3.73  -3.38  -1.69  -0.46  -0.44    1   
2023  251  -0.45  -0.48  -0.48  -1.32  -2.03  -2.15  -2.89  -3.87  -3.50  -1.75  -0.46  -0.45    1   
2024  251  -0.46  -0.49  -0.48  -1.37  -2.12  -2.24  -3.04  -4.04  -3.64  -1.79  -0.47  -0.46    1   
2025  251  -0.46  -0.50  -0.49  -1.42  -2.20  -2.33  -3.16  -4.19  -3.77  -1.84  -0.48  -0.46    1   
2026  251  -0.47  -0.51  -0.50  -1.47  -2.28  -2.42  -3.27  -4.35  -3.90  -1.89  -0.49  -0.47    1   
2027  251  -0.48  -0.52  -0.51  -1.52  -2.36  -2.50  -3.36  -4.49  -4.03  -1.96  -0.50  -0.48    1   
2028  251  -0.49  -0.53  -0.52  -1.57  -2.45  -2.59  -3.51  -4.66  -4.17  -2.00  -0.50  -0.49    1   
2029  251  -0.50  -0.54  -0.53  -1.62  -2.54  -2.68  -3.63  -4.82  -4.30  -2.05  -0.51  -0.50    1   
2030  251  -0.50  -0.55  -0.54  -1.67  -2.61  -2.76  -3.72  -4.92  -4.37  -2.07  -0.52  -0.50    1   
2031  251  -0.51  -0.56  -0.55  -1.72  -2.69  -2.83  -3.80  -5.02  -4.44  -2.09  -0.53  -0.51    1   
2032  251  -0.52  -0.57  -0.56  -1.77  -2.77  -2.91  -3.89  -5.12  -4.51  -2.10  -0.54  -0.52    1   
2033  251  -0.53  -0.58  -0.57  -1.82  -2.85  -2.98  -3.98  -5.22  -4.58  -2.12  -0.55  -0.53    1   
2034  251  -0.54  -0.59  -0.58  -1.87  -2.93  -3.06  -4.07  -5.32  -4.65  -2.14  -0.56  -0.54    1   
2035  251  -0.55  -0.60  -0.59  -1.92  -3.01  -3.13  -4.15  -5.42  -4.72  -2.15  -0.57  -0.55    1   
2036  251  -0.56  -0.61  -0.60  -1.97  -3.08  -3.21  -4.24  -5.52  -4.79  -2.17  -0.57  -0.56    1   
2021  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.08  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1      Usos_Consuntivos - CANA BRAVA
2022  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.08  -0.08  -0.09  -0.08  -0.08  -0.08  -0.08    1   
2023  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.08  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2024  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.08  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2025  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2026  252  -0.08  -0.08  -0.08  -0.09  -0.09  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2027  252  -0.08  -0.08  -0.08  -0.09  -0.10  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2028  252  -0.08  -0.08  -0.08  -0.09  -0.10  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08    1   
2029  252  -0.08  -0.08  -0.08  -0.10  -0.10  -0.09  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08    1   
2030  252  -0.08  -0.08  -0.08  -0.10  -0.10  -0.09  -0.09  -0.10  -0.09  -0.09  -0.08  -0.08    1   
2031  252  -0.09  -0.09  -0.09  -0.10  -0.10  -0.09  -0.09  -0.10  -0.09  -0.09  -0.09  -0.09    1   
2032  252  -0.09  -0.09  -0.09  -0.10  -0.10  -0.09  -0.09  -0.10  -0.09  -0.09  -0.09  -0.09    1   
2033  252  -0.09  -0.09  -0.09  -0.10  -0.10  -0.09  -0.10  -0.10  -0.10  -0.09  -0.09  -0.09    1   
2034  252  -0.09  -0.09  -0.09  -0.10  -0.10  -0.09  -0.10  -0.10  -0.10  -0.09  -0.09  -0.09    1   
2035  252  -0.09  -0.09  -0.09  -0.10  -0.10  -0.10  -0.10  -0.10  -0.10  -0.09  -0.09  -0.09    1   
2036  252  -0.09  -0.09  -0.09  -0.10  -0.11  -0.10  -0.10  -0.10  -0.10  -0.09  -0.09  -0.09    1   
2021  253  -0.13  -0.13  -0.13  -0.22  -0.38  -0.34  -0.32  -0.34  -0.29  -0.16  -0.13  -0.13    1      Usos_Consuntivos - SAO SALVADOR
2022  253  -0.13  -0.13  -0.13  -0.23  -0.40  -0.36  -0.34  -0.36  -0.30  -0.17  -0.13  -0.13    1   
2023  253  -0.13  -0.13  -0.13  -0.24  -0.43  -0.38  -0.35  -0.38  -0.32  -0.17  -0.13  -0.13    1   
2024  253  -0.13  -0.13  -0.13  -0.25  -0.46  -0.40  -0.37  -0.40  -0.33  -0.18  -0.13  -0.13    1   
2025  253  -0.13  -0.13  -0.13  -0.26  -0.49  -0.42  -0.39  -0.42  -0.35  -0.18  -0.13  -0.13    1   
2026  253  -0.13  -0.13  -0.13  -0.27  -0.52  -0.45  -0.41  -0.44  -0.37  -0.19  -0.13  -0.13    1   
2027  253  -0.13  -0.13  -0.13  -0.29  -0.56  -0.48  -0.43  -0.47  -0.39  -0.19  -0.13  -0.13    1   
2028  253  -0.13  -0.13  -0.13  -0.30  -0.60  -0.51  -0.46  -0.50  -0.42  -0.20  -0.13  -0.13    1   
2029  253  -0.13  -0.13  -0.13  -0.32  -0.65  -0.54  -0.49  -0.52  -0.44  -0.21  -0.13  -0.13    1   
2030  253  -0.13  -0.13  -0.13  -0.34  -0.69  -0.57  -0.50  -0.54  -0.45  -0.21  -0.13  -0.13    1   
2031  253  -0.14  -0.14  -0.14  -0.36  -0.73  -0.60  -0.52  -0.56  -0.46  -0.21  -0.14  -0.14    1   
2032  253  -0.14  -0.14  -0.14  -0.38  -0.77  -0.62  -0.53  -0.57  -0.47  -0.22  -0.14  -0.14    1   
2033  253  -0.14  -0.14  -0.14  -0.40  -0.82  -0.65  -0.55  -0.59  -0.48  -0.22  -0.14  -0.14    1   
2034  253  -0.14  -0.14  -0.14  -0.42  -0.86  -0.68  -0.57  -0.61  -0.49  -0.22  -0.14  -0.14    1   
2035  253  -0.14  -0.14  -0.14  -0.44  -0.90  -0.70  -0.58  -0.62  -0.51  -0.23  -0.14  -0.14    1   
2036  253  -0.14  -0.14  -0.14  -0.46  -0.94  -0.73  -0.60  -0.64  -0.52  -0.23  -0.14  -0.14    1   
2021  257  -1.22  -1.07  -0.69  -2.84  -5.60  -5.73  -5.20  -4.61  -3.67  -2.09  -0.53  -0.54    1      Usos_Consuntivos - PEIXE ANGICA
2022  257  -1.27  -1.12  -0.72  -2.98  -5.88  -6.02  -5.45  -4.83  -3.84  -2.18  -0.54  -0.56    1   
2023  257  -1.31  -1.16  -0.74  -3.11  -6.15  -6.27  -5.67  -5.05  -4.02  -2.28  -0.56  -0.57    1   
2024  257  -1.36  -1.18  -0.77  -3.25  -6.45  -6.60  -5.97  -5.27  -4.18  -2.37  -0.57  -0.59    1   
2025  257  -1.41  -1.24  -0.80  -3.39  -6.73  -6.88  -6.22  -5.50  -4.35  -2.46  -0.59  -0.61    1   
2026  257  -1.46  -1.28  -0.82  -3.52  -7.01  -7.17  -6.48  -5.72  -4.53  -2.55  -0.61  -0.63    1   
2027  257  -1.51  -1.32  -0.85  -3.66  -7.29  -7.42  -6.69  -5.94  -4.71  -2.65  -0.62  -0.64    1   
2028  257  -1.55  -1.34  -0.87  -3.80  -7.58  -7.75  -7.00  -6.17  -4.87  -2.74  -0.64  -0.66    1   
2029  257  -1.60  -1.41  -0.90  -3.94  -7.87  -8.05  -7.26  -6.39  -5.05  -2.83  -0.65  -0.68    1   
2030  257  -1.65  -1.45  -0.92  -4.08  -8.14  -8.30  -7.42  -6.48  -5.08  -2.85  -0.66  -0.69    1   
2031  257  -1.70  -1.49  -0.95  -4.22  -8.42  -8.55  -7.59  -6.56  -5.11  -2.86  -0.67  -0.70    1   
2032  257  -1.75  -1.53  -0.97  -4.35  -8.70  -8.80  -7.75  -6.65  -5.15  -2.87  -0.68  -0.71    1   
2033  257  -1.80  -1.58  -1.00  -4.49  -8.97  -9.05  -7.92  -6.73  -5.18  -2.89  -0.69  -0.72    1   
2034  257  -1.85  -1.62  -1.02  -4.63  -9.25  -9.30  -8.08  -6.81  -5.21  -2.90  -0.70  -0.73    1   
2035  257  -1.89  -1.66  -1.05  -4.77  -9.52  -9.55  -8.25  -6.90  -5.24  -2.91  -0.71  -0.74    1   
2036  257  -1.94  -1.70  -1.08  -4.90  -9.80  -9.80  -8.41  -6.98  -5.27  -2.93  -0.72  -0.75    1   
2021  261  -1.65  -1.65  -1.65  -1.94  -3.65  -3.76  -3.52  -3.88  -3.41  -2.13  -1.65  -1.65    1      Usos_Consuntivos - LAJEADO
2022  261  -1.68  -1.68  -1.68  -1.99  -3.80  -3.91  -3.66  -4.04  -3.53  -2.18  -1.68  -1.68    1   
2023  261  -1.71  -1.71  -1.71  -2.04  -3.95  -4.08  -3.80  -4.20  -3.64  -2.24  -1.71  -1.71    1   
2024  261  -1.74  -1.74  -1.74  -2.09  -4.12  -4.26  -3.97  -4.40  -3.77  -2.30  -1.74  -1.74    1   
2025  261  -1.77  -1.77  -1.77  -2.14  -4.30  -4.45  -4.14  -4.59  -3.90  -2.36  -1.77  -1.77    1   
2026  261  -1.80  -1.80  -1.80  -2.19  -4.49  -4.65  -4.32  -4.80  -4.03  -2.42  -1.80  -1.80    1   
2027  261  -1.82  -1.82  -1.82  -2.25  -4.69  -4.86  -4.50  -5.02  -4.18  -2.48  -1.83  -1.82    1   
2028  261  -1.85  -1.85  -1.85  -2.31  -4.91  -5.10  -4.72  -5.27  -4.33  -2.55  -1.86  -1.85    1   
2029  261  -1.88  -1.88  -1.88  -2.37  -5.14  -5.36  -4.94  -5.51  -4.48  -2.62  -1.89  -1.88    1   
2030  261  -1.91  -1.91  -1.91  -2.43  -5.35  -5.54  -5.07  -5.62  -4.55  -2.65  -1.92  -1.91    1   
2031  261  -1.94  -1.94  -1.94  -2.48  -5.55  -5.73  -5.19  -5.73  -4.61  -2.68  -1.95  -1.94    1   
2032  261  -1.97  -1.97  -1.97  -2.54  -5.76  -5.92  -5.31  -5.84  -4.67  -2.72  -1.98  -1.97    1   
2033  261  -2.00  -2.00  -2.00  -2.60  -5.96  -6.10  -5.43  -5.95  -4.73  -2.75  -2.01  -2.00    1   
2034  261  -2.03  -2.03  -2.03  -2.66  -6.17  -6.29  -5.55  -6.06  -4.79  -2.78  -2.04  -2.03    1   
2035  261  -2.06  -2.06  -2.06  -2.72  -6.37  -6.47  -5.68  -6.17  -4.85  -2.82  -2.07  -2.06    1   
2036  261  -2.09  -2.09  -2.09  -2.78  -6.58  -6.66  -5.80  -6.29  -4.91  -2.85  -2.10  -2.09    1   
2021  262  -0.57  -0.57  -0.57  -0.59  -0.70  -0.80  -0.92  -1.00  -0.99  -0.84  -0.60  -0.57    1      Usos_Consuntivos - SALTO
2022  262  -0.59  -0.59  -0.59  -0.60  -0.72  -0.82  -0.94  -1.02  -1.01  -0.86  -0.62  -0.59    1   
2023  262  -0.61  -0.61  -0.61  -0.62  -0.74  -0.84  -0.95  -1.04  -1.03  -0.89  -0.64  -0.61    1   
2024  262  -0.63  -0.63  -0.63  -0.64  -0.77  -0.87  -0.98  -1.06  -1.05  -0.90  -0.66  -0.63    1   
2025  262  -0.64  -0.64  -0.64  -0.66  -0.79  -0.90  -1.01  -1.08  -1.07  -0.93  -0.68  -0.64    1   
2026  262  -0.66  -0.66  -0.66  -0.68  -0.82  -0.93  -1.03  -1.10  -1.10  -0.95  -0.70  -0.66    1   
2027  262  -0.68  -0.68  -0.68  -0.71  -0.84  -0.96  -1.05  -1.12  -1.12  -0.99  -0.73  -0.68    1   
2028  262  -0.71  -0.71  -0.71  -0.73  -0.88  -0.99  -1.08  -1.14  -1.14  -1.01  -0.75  -0.71    1   
2029  262  -0.73  -0.73  -0.73  -0.75  -0.91  -1.02  -1.11  -1.17  -1.17  -1.04  -0.78  -0.73    1   
2030  262  -0.75  -0.75  -0.75  -0.78  -0.95  -1.06  -1.14  -1.19  -1.20  -1.07  -0.80  -0.75    1   
2031  262  -0.78  -0.78  -0.78  -0.81  -0.98  -1.10  -1.17  -1.22  -1.22  -1.09  -0.83  -0.78    1   
2032  262  -0.80  -0.80  -0.80  -0.83  -1.02  -1.13  -1.20  -1.24  -1.24  -1.11  -0.85  -0.80    1   
2033  262  -0.82  -0.82  -0.82  -0.86  -1.05  -1.17  -1.23  -1.27  -1.27  -1.14  -0.87  -0.82    1   
2034  262  -0.85  -0.85  -0.85  -0.89  -1.08  -1.21  -1.26  -1.29  -1.29  -1.16  -0.90  -0.85    1   
2035  262  -0.87  -0.87  -0.87  -0.91  -1.12  -1.24  -1.29  -1.31  -1.31  -1.19  -0.92  -0.87    1   
2036  262  -0.89  -0.90  -0.90  -0.94  -1.15  -1.28  -1.32  -1.34  -1.34  -1.21  -0.95  -0.90    1   
2021  267  -1.75  -1.72  -1.68  -2.06  -5.35  -6.45  -6.04  -5.66  -4.12  -2.03  -1.71  -1.70    1      Usos_Consuntivos - ESTREITO TOC
2022  267  -1.80  -1.77  -1.73  -2.11  -5.50  -6.65  -6.22  -5.84  -4.26  -2.09  -1.76  -1.75    1   
2023  267  -1.85  -1.82  -1.78  -2.17  -5.65  -6.85  -6.39  -6.03  -4.40  -2.16  -1.82  -1.80    1   
2024  267  -1.90  -1.87  -1.83  -2.23  -5.80  -7.06  -6.61  -6.25  -4.55  -2.23  -1.87  -1.85    1   
2025  267  -1.95  -1.93  -1.89  -2.29  -5.96  -7.28  -6.82  -6.47  -4.71  -2.30  -1.92  -1.91    1   
2026  267  -2.01  -1.98  -1.94  -2.35  -6.13  -7.51  -7.04  -6.70  -4.87  -2.37  -1.98  -1.96    1   
2027  267  -2.06  -2.04  -1.99  -2.41  -6.29  -7.75  -7.25  -6.92  -5.04  -2.44  -2.04  -2.01    1   
2028  267  -2.12  -2.09  -2.05  -2.47  -6.47  -8.00  -7.52  -7.20  -5.22  -2.52  -2.10  -2.07    1   
2029  267  -2.18  -2.15  -2.11  -2.54  -6.66  -8.27  -7.78  -7.45  -5.39  -2.61  -2.16  -2.13    1   
2030  267  -2.24  -2.21  -2.17  -2.61  -6.83  -8.48  -7.95  -7.59  -5.50  -2.68  -2.22  -2.19    1   
2031  267  -2.30  -2.27  -2.23  -2.67  -7.00  -8.70  -8.12  -7.74  -5.60  -2.75  -2.28  -2.25    1   
2032  267  -2.36  -2.34  -2.29  -2.74  -7.17  -8.91  -8.29  -7.88  -5.71  -2.81  -2.34  -2.31    1   
2033  267  -2.42  -2.40  -2.35  -2.81  -7.34  -9.12  -8.47  -8.02  -5.82  -2.88  -2.40  -2.37    1   
2034  267  -2.48  -2.46  -2.41  -2.88  -7.51  -9.33  -8.64  -8.17  -5.93  -2.95  -2.46  -2.43    1   
2035  267  -2.54  -2.52  -2.47  -2.94  -7.68  -9.54  -8.81  -8.31  -6.04  -3.02  -2.52  -2.49    1   
